fold,accuracy,auc,loss,precision,recall
1,0.748275876045227,0.9366628527641296,0.21667331457138062,0.6639317870140076,0.8175514936447144
2,0.7527777552604675,0.9402677416801453,0.20796296000480652,0.6697933077812195,0.8347533345222473
3,0.7494655847549438,0.9407532811164856,0.21095725893974304,0.6433885097503662,0.8397067785263062
4,0.7526974678039551,0.9406213760375977,0.2067842185497284,0.6698595285415649,0.8317145705223083
